encoder__Employment_Type_Self employed,encoder__Region_ID_R2,encoder__Region_ID_R3,encoder__Region_ID_R4,encoder__Region_ID_nan,remainder__Loan_Id,remainder__Disbursed_Amount,remainder__Asset_Cost,remainder__ltv,remainder__Branch_Id,remainder__City_Code,remainder__State_Code,remainder__Postal_Code,remainder__Date_of_Birth,remainder__DisbursalDate,remainder__MobileNo_Avl_Flag,remainder__Aadhar_flag,remainder__PAN_flag,remainder__VoterID_flag,remainder__Driving_flag,remainder__Passport_flag,remainder__PERFORM_CNS.SCORE,remainder__DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,remainder__CREDIT.HISTORY.LENGTH,remainder__NO.OF_INQUIRIES,remainder__State_Name,remainder__Loan_Default,Age
0.0,1.0,0.0,0.0,0.0,13226,58659,75000,80.0,67,CT10,ST12,560034,16-03-1995,24-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,23
1.0,1.0,0.0,0.0,0.0,13227,38841,68050,58.78,67,CT10,ST12,560034,08-08-1989,22-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,29
0.0,0.0,1.0,0.0,0.0,13228,52553,76560,70.53,5,CT13,ST04,801110,04-12-1996,08-10-2018,1,1,1,0,0,0,17,0,0yrs 2mon,0,Bihar,0,21
0.0,0.0,0.0,1.0,0.0,13229,30979,70051,47.82,104,CT01,ST15,400001,05-03-1982,30-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,36
1.0,0.0,0.0,0.0,1.0,13230,43094,59530,73.41,82,CT16,ST23,737101,15-03-1978,29-09-2018,1,1,0,0,0,0,836,0,2yrs 7mon,0,Sikkim,0,40
1.0,0.0,1.0,0.0,0.0,13231,93555,113000,84.07,2,CT15,ST20,751022,12-06-1985,19-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,1,Odisha,0,33
0.0,0.0,0.0,0.0,0.0,13232,59567,70097,86.77,73,CT06,ST22,302029,01-01-1977,17-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Rajasthan,1,41
0.0,1.0,0.0,0.0,0.0,13233,37041,62644,60.66,67,CT23,ST12,575001,14-01-1969,17-08-2018,1,1,0,0,0,0,763,0,3yrs 1mon,0,Karnataka,0,49
0.0,0.0,0.0,0.0,1.0,13234,60600,136348,46.21,7,CT20,ST28,208002,22-11-1993,28-08-2018,1,0,0,1,0,0,0,0,0yrs 0mon,2,Uttar Pradesh,0,24
1.0,0.0,1.0,0.0,0.0,13235,28984,38241,79.76,257,CT13,ST04,801110,01-01-1980,16-08-2018,1,1,0,0,0,0,738,0,1yrs 6mon,0,Bihar,0,38
0.0,1.0,0.0,0.0,0.0,13236,98699,134285,74.32,136,CT29,ST24,632001,05-06-1997,29-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,21
1.0,0.0,0.0,1.0,0.0,13237,52203,99459,54.19,1,CT11,ST07,382460,01-01-1986,11-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,32
1.0,0.0,0.0,0.0,1.0,13238,61213,74360,84.72,146,CT20,ST28,208002,01-01-1986,26-10-2018,1,1,0,0,0,0,651,0,0yrs 11mon,0,Uttar Pradesh,1,32
1.0,0.0,0.0,1.0,0.0,13239,53603,108302,50.6,34,CT02,ST15,411002,01-06-1966,22-08-2018,1,1,0,0,0,0,594,0,1yrs 0mon,0,Maharashtra,0,52
1.0,1.0,0.0,0.0,0.0,13240,42794,57900,74.96,136,CT05,ST25,500004,12-08-1985,03-10-2018,1,1,0,0,0,0,14,0,3yrs 0mon,0,Telangana,0,33
1.0,0.0,0.0,0.0,1.0,13241,35439,58902,62.82,3,CT22,ST14,453551,12-09-1993,06-08-2018,1,1,1,0,0,0,771,0,0yrs 7mon,0,Madhya Pradesh,0,24
0.0,0.0,0.0,0.0,1.0,13242,54003,64716,84.99,72,CT21,ST27,248141,28-04-1993,23-09-2018,1,1,0,0,0,0,738,0,0yrs 7mon,0,Uttarakhand,1,25
0.0,0.0,0.0,0.0,0.0,13243,70123,95500,74.35,146,CT09,ST34,110039,18-08-1989,23-10-2018,1,1,0,0,0,0,697,0,3yrs 0mon,0,Delhi,0,29
1.0,0.0,1.0,0.0,0.0,13244,39439,72622,55.08,3,CT28,ST11,834008,01-01-1992,27-10-2018,1,1,0,0,0,0,825,0,0yrs 6mon,1,Jharkhand,0,26
1.0,0.0,0.0,0.0,1.0,13245,58713,81211,74.5,19,CT12,ST28,201301,28-05-1991,07-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,2,Uttar Pradesh,1,27
1.0,1.0,0.0,0.0,0.0,13246,58259,73329,80.46,146,CT23,ST12,575001,01-01-1992,19-09-2018,1,1,0,0,0,0,300,1,2yrs 2mon,0,Karnataka,1,26
0.0,1.0,0.0,0.0,0.0,13247,48349,102908,48.59,3,CT25,ST01,524225,27-07-1983,23-10-2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,Andhra Pradesh,1,35
1.0,1.0,0.0,0.0,0.0,13248,45685,80488,59.64,120,CT24,ST13,680503,01-01-1981,29-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Kerala,0,37
1.0,0.0,0.0,1.0,0.0,13249,64632,78168,84.11,136,CT14,ST07,394651,05-07-1967,24-10-2018,1,1,0,0,0,0,405,1,2yrs 1mon,2,Gujarat,1,51
0.0,0.0,1.0,0.0,0.0,13250,42294,88386,49.22,67,CT13,ST04,801110,05-05-1973,22-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Bihar,0,45
1.0,1.0,0.0,0.0,0.0,13251,53064,67365,83.87,78,CT03,ST24,600020,02-06-1972,31-10-2018,1,1,0,0,0,0,18,0,1yrs 1mon,0,Tamil Nadu,0,46
1.0,0.0,0.0,1.0,0.0,13252,58700,67276,89.18,63,CT17,ST07,391510,06-05-1977,29-09-2018,1,1,0,0,0,0,763,0,0yrs 3mon,0,Gujarat,0,41
1.0,0.0,0.0,0.0,1.0,13253,46349,67447,71.17,42,CT21,ST27,248141,02-01-1992,04-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttarakhand,0,26
1.0,0.0,1.0,0.0,0.0,13254,49049,67053,74.12,34,CT08,ST29,700027,14-10-1988,24-10-2018,1,1,0,0,0,0,15,0,0yrs 0mon,0,West Bengal,0,30
0.0,1.0,0.0,0.0,0.0,13255,43849,59526,77.28,68,CT05,ST25,500004,01-01-1984,03-09-2018,1,1,0,0,0,0,658,0,1yrs 10mon,0,Telangana,0,34
0.0,1.0,0.0,0.0,0.0,13256,48283,73245,69.63,104,CT10,ST12,560034,01-01-1994,14-08-2018,1,1,0,0,0,0,15,0,0yrs 1mon,1,Karnataka,0,24
0.0,1.0,0.0,0.0,0.0,13257,70123,92226,76.98,162,CT10,ST12,560034,14-01-1990,31-10-2018,1,1,0,0,0,0,823,0,2yrs 2mon,0,Karnataka,0,28
0.0,1.0,0.0,0.0,0.0,13258,52938,67394,83.36,138,CT23,ST12,575001,21-01-1996,16-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,22
0.0,1.0,0.0,0.0,0.0,13259,58509,80000,74.69,248,CT19,ST12,570028,06-07-1964,24-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,54
0.0,1.0,0.0,0.0,0.0,13260,53303,70314,78.22,16,CT03,ST24,600020,01-01-1991,03-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,27
0.0,0.0,0.0,1.0,0.0,13261,60713,79631,77.86,159,CT01,ST15,400001,12-10-1995,27-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,22
0.0,0.0,0.0,0.0,1.0,13262,41794,65997,65.15,67,CT20,ST28,208002,13-08-1974,26-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,44
1.0,1.0,0.0,0.0,0.0,13263,58188,75712,80.57,19,CT04,ST24,642205,31-10-1990,20-09-2018,1,1,0,0,0,0,691,0,0yrs 9mon,0,Tamil Nadu,0,27
1.0,1.0,0.0,0.0,0.0,13264,60747,70200,89.74,1,CT10,ST12,560034,19-05-1996,29-09-2018,1,0,0,1,0,0,763,0,0yrs 8mon,1,Karnataka,0,22
0.0,1.0,0.0,0.0,0.0,13265,46175,69636,69.65,19,CT03,ST24,600020,14-02-1969,20-09-2018,1,1,0,0,0,0,16,0,0yrs 0mon,0,Tamil Nadu,0,49
0.0,0.0,0.0,0.0,0.0,13266,58559,67754,87.52,73,CT09,ST34,110039,10-12-1961,17-10-2018,1,1,0,0,0,0,706,0,0yrs 4mon,0,Delhi,0,56
0.0,0.0,0.0,0.0,0.0,13267,63073,72980,87.5,76,CT18,ST21,141003,08-09-1983,08-10-2018,1,1,0,0,0,0,738,0,2yrs 7mon,0,Punjab,0,35
1.0,1.0,0.0,0.0,0.0,13268,45145,70004,66.42,251,CT24,ST13,680503,01-10-1990,14-09-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Kerala,0,27
1.0,0.0,0.0,0.0,1.0,13269,61213,74351,83.39,146,CT20,ST28,208002,01-01-1978,31-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,1,40
1.0,1.0,0.0,0.0,0.0,13270,51578,59242,89.46,48,CT24,ST13,680503,19-03-1980,01-08-2018,1,1,0,0,0,0,615,0,2yrs 6mon,0,Kerala,1,38
1.0,0.0,0.0,0.0,1.0,13271,49145,62652,79.81,61,CT21,ST27,248141,01-01-1978,13-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttarakhand,0,40
0.0,1.0,0.0,0.0,0.0,13272,44401,64000,73.75,78,CT04,ST24,642205,01-01-1974,11-08-2018,1,1,0,0,0,0,646,0,3yrs 8mon,0,Tamil Nadu,1,44
0.0,0.0,0.0,0.0,1.0,13273,55313,81325,70.46,120,CT12,ST28,201301,01-01-1987,09-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,31
1.0,0.0,0.0,1.0,0.0,13274,45145,60338,77.89,3,CT01,ST15,400001,28-07-1973,30-08-2018,1,1,1,0,0,0,14,0,9yrs 9mon,0,Maharashtra,0,45
1.0,1.0,0.0,0.0,0.0,13275,76751,113130,69.83,11,CT07,ST13,682001,31-08-1996,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Kerala,1,22
1.0,1.0,0.0,0.0,0.0,13276,57759,74500,79.87,146,CT24,ST13,680503,07-08-1991,26-09-2018,1,1,0,0,0,0,614,1,1yrs 1mon,0,Kerala,0,27
1.0,0.0,1.0,0.0,0.0,13277,21574,44464,49.48,3,CT15,ST20,751022,05-02-1974,26-10-2018,1,1,1,0,0,0,783,0,4yrs 8mon,0,Odisha,0,44
0.0,1.0,0.0,0.0,0.0,13278,61647,73492,85.72,70,CT29,ST24,632001,02-05-1982,31-08-2018,1,1,0,0,0,0,300,0,0yrs 6mon,1,Tamil Nadu,1,36
0.0,0.0,1.0,0.0,0.0,13279,45849,63711,74.56,18,CT08,ST29,700027,21-12-1987,07-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,West Bengal,0,30
1.0,0.0,1.0,0.0,0.0,13280,47549,58556,85.39,138,CT15,ST20,751022,24-04-1985,31-08-2018,1,1,0,0,0,0,569,0,1yrs 3mon,0,Odisha,0,33
0.0,0.0,0.0,0.0,0.0,13281,25440,53700,48.86,147,CT18,ST21,141003,01-01-1959,29-09-2018,1,1,0,0,0,0,588,0,3yrs 7mon,0,Punjab,1,59
1.0,0.0,0.0,0.0,0.0,13282,59072,76327,82.54,152,CT06,ST22,302029,25-07-1982,21-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Rajasthan,1,36
0.0,0.0,1.0,0.0,0.0,13283,57659,73194,80.61,19,CT15,ST20,751022,02-04-1992,14-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Odisha,0,26
1.0,1.0,0.0,0.0,0.0,13284,29484,47200,65.68,103,CT03,ST24,600020,21-12-1996,06-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,21
1.0,1.0,0.0,0.0,0.0,13285,58692,77172,77.81,61,CT19,ST12,570028,09-03-1993,17-10-2018,1,1,0,0,0,0,737,1,1yrs 1mon,0,Karnataka,1,25
0.0,1.0,0.0,0.0,0.0,13286,39608,47874,84.0,146,CT23,ST12,575001,03-08-1997,04-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,21
0.0,1.0,0.0,0.0,0.0,13287,65732,92615,72.18,146,CT25,ST01,524225,01-01-1981,30-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Andhra Pradesh,1,37
0.0,0.0,1.0,0.0,0.0,13288,48849,63993,78.13,3,CT13,ST04,801110,27-07-1984,14-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,Bihar,0,34
1.0,1.0,0.0,0.0,0.0,13289,65882,82728,82.2,76,CT04,ST24,642205,15-05-1970,19-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,48
1.0,0.0,1.0,0.0,0.0,13290,48690,75204,67.0,36,CT28,ST11,834008,01-02-1997,22-10-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Jharkhand,0,21
1.0,0.0,1.0,0.0,0.0,13291,49648,62577,81.34,78,CT08,ST29,700027,06-02-1994,20-09-2018,1,1,0,0,0,0,832,0,1yrs 8mon,0,West Bengal,0,24
1.0,0.0,0.0,1.0,0.0,13292,27529,48380,59.94,152,CT26,ST15,431001,01-01-1956,04-09-2018,1,0,0,0,1,0,805,0,10yrs 1mon,0,Maharashtra,0,62
1.0,0.0,0.0,1.0,0.0,13293,43394,99920,44.04,9,CT02,ST15,411002,30-12-1965,29-10-2018,1,1,0,0,0,0,300,0,5yrs 10mon,0,Maharashtra,0,52
0.0,0.0,1.0,0.0,0.0,13294,40894,72197,58.87,152,CT13,ST04,801110,02-03-1967,24-08-2018,1,1,0,0,0,0,712,0,9yrs 9mon,0,Bihar,0,51
0.0,0.0,1.0,0.0,0.0,13295,39368,51770,79.78,105,CT27,ST11,832102,04-07-1991,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,1,27
1.0,1.0,0.0,0.0,0.0,13296,52036,62758,84.93,18,CT29,ST24,632001,21-10-1975,30-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,42
0.0,0.0,0.0,1.0,0.0,13297,54500,75234,74.43,69,CT17,ST07,391510,05-06-1999,01-08-2018,1,1,0,0,0,0,15,0,0yrs 2mon,0,Gujarat,1,19
1.0,0.0,0.0,0.0,1.0,13298,48645,76441,65.41,10,CT20,ST28,208002,03-04-1985,15-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,33
1.0,1.0,0.0,0.0,0.0,13299,110538,165800,69.36,68,CT23,ST12,575001,17-02-1996,14-08-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,Karnataka,0,22
0.0,1.0,0.0,0.0,0.0,13300,45849,59793,78.6,14,CT24,ST13,680503,11-08-1978,20-10-2018,1,1,0,0,0,0,762,0,1yrs 5mon,0,Kerala,1,40
0.0,0.0,0.0,0.0,1.0,13301,58913,75654,79.18,146,CT16,ST23,737101,18-12-1993,12-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Sikkim,1,24
1.0,1.0,0.0,0.0,0.0,13302,52078,70010,77.13,202,CT04,ST24,642205,01-01-1989,30-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,29
0.0,0.0,0.0,1.0,0.0,13303,63229,75744,85.0,135,CT02,ST15,411002,04-12-1986,20-09-2018,1,1,0,0,0,0,712,0,1yrs 3mon,0,Maharashtra,1,31
1.0,1.0,0.0,0.0,0.0,13304,36439,56534,65.45,147,CT03,ST24,600020,25-05-1992,20-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,26
0.0,0.0,1.0,0.0,0.0,13305,58059,75887,77.48,162,CT28,ST11,834008,01-06-1993,10-10-2018,1,1,0,0,0,0,749,0,2yrs 0mon,0,Jharkhand,0,25
0.0,0.0,0.0,1.0,0.0,13306,48549,62021,80.62,138,CT17,ST07,391510,25-04-1973,16-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,45
1.0,0.0,1.0,0.0,0.0,13307,54038,70824,77.66,10,CT08,ST29,700027,01-01-1987,26-10-2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,West Bengal,0,31
0.0,1.0,0.0,0.0,0.0,13308,55259,67168,84.86,3,CT24,ST13,680503,02-05-1983,21-09-2018,1,1,0,0,0,0,845,0,1yrs 9mon,0,Kerala,0,35
1.0,1.0,0.0,0.0,0.0,13309,44210,69054,65.17,251,CT19,ST12,570028,01-10-1968,25-10-2018,1,0,0,1,0,0,300,1,4yrs 7mon,0,Karnataka,0,50
1.0,0.0,0.0,1.0,0.0,13310,35300,60159,61.5,79,CT02,ST15,411002,01-01-1981,03-09-2018,1,1,0,0,0,0,825,0,0yrs 11mon,0,Maharashtra,0,37
0.0,0.0,0.0,1.0,0.0,13311,46349,69224,68.62,105,CT14,ST07,394651,31-12-1978,23-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,39
0.0,0.0,0.0,0.0,1.0,13312,62581,75678,84.81,13,CT12,ST28,201301,03-04-1972,25-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,46
1.0,0.0,0.0,0.0,1.0,13313,60571,78691,78.61,10,CT22,ST14,453551,06-01-1993,25-10-2018,1,1,0,0,0,0,18,0,1yrs 1mon,0,Madhya Pradesh,1,25
1.0,0.0,0.0,0.0,1.0,13314,35439,50494,73.28,104,CT22,ST14,453551,18-04-1974,28-09-2018,1,1,0,0,0,0,16,0,8yrs 4mon,0,Madhya Pradesh,1,44
1.0,0.0,0.0,1.0,0.0,13315,36075,72332,53.64,9,CT26,ST15,431001,02-06-1990,24-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,28
1.0,1.0,0.0,0.0,0.0,13316,64882,78446,84.13,2,CT07,ST13,682001,01-01-1980,29-10-2018,1,1,0,0,0,0,708,0,0yrs 7mon,2,Kerala,0,38
0.0,0.0,1.0,0.0,0.0,13317,57059,67635,87.23,16,CT28,ST11,834008,01-01-1982,28-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,0,36
1.0,0.0,0.0,1.0,0.0,13318,67882,83501,83.83,19,CT01,ST15,400001,06-03-1984,23-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Maharashtra,0,34
1.0,0.0,0.0,0.0,1.0,13319,79333,89332,89.89,250,CT20,ST28,208002,01-01-1961,24-09-2018,1,1,0,0,0,0,636,0,1yrs 0mon,0,Uttar Pradesh,1,57
0.0,0.0,0.0,0.0,0.0,13320,55189,66088,89.27,138,CT09,ST34,110039,23-01-1988,11-08-2018,1,1,0,0,0,0,615,0,2yrs 2mon,0,Delhi,1,30
1.0,1.0,0.0,0.0,0.0,13321,52703,103287,53.25,120,CT10,ST12,560034,01-01-1997,26-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,21
0.0,1.0,0.0,0.0,0.0,13322,70817,98000,74.49,68,CT04,ST24,642205,17-02-1996,28-08-2018,1,1,0,0,0,0,17,0,0yrs 2mon,1,Tamil Nadu,0,22
0.0,0.0,0.0,0.0,1.0,13323,68967,87000,80.63,2,CT20,ST28,208002,11-01-1978,08-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,40
0.0,1.0,0.0,0.0,0.0,13324,46149,60129,79.0,61,CT10,ST12,560034,02-08-1991,07-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,27
1.0,0.0,0.0,0.0,1.0,13325,71817,105000,70.48,202,CT12,ST28,201301,01-01-1995,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,23
0.0,0.0,1.0,0.0,0.0,13326,43894,66000,68.18,2,CT28,ST11,834008,05-04-1992,30-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,Jharkhand,0,26
0.0,1.0,0.0,0.0,0.0,13327,55613,64705,88.4,3,CT03,ST24,600020,01-01-1987,14-09-2018,1,1,0,1,0,0,708,0,1yrs 9mon,0,Tamil Nadu,0,31
1.0,0.0,0.0,1.0,0.0,13328,54013,80659,69.43,9,CT11,ST07,382460,24-10-1989,22-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Gujarat,0,29
0.0,1.0,0.0,0.0,0.0,13329,56305,70888,83.23,20,CT03,ST24,600020,27-06-1966,16-09-2018,1,1,0,0,0,0,481,0,1yrs 9mon,0,Tamil Nadu,0,52
0.0,1.0,0.0,0.0,0.0,13330,52046,71206,74.78,147,CT23,ST12,575001,07-04-1989,23-10-2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,Karnataka,1,29
0.0,0.0,1.0,0.0,0.0,13331,60947,73668,85.52,162,CT27,ST11,832102,02-01-1992,20-10-2018,1,1,0,0,0,0,644,1,1yrs 1mon,0,Jharkhand,0,26
1.0,0.0,0.0,0.0,1.0,13332,44749,62878,73.16,67,CT20,ST28,208002,01-01-1962,03-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,0,56
0.0,0.0,0.0,0.0,1.0,13333,31811,64243,52.15,13,CT21,ST27,248141,17-06-1993,03-09-2018,1,1,0,0,0,0,723,0,4yrs 5mon,0,Uttarakhand,0,25
1.0,0.0,0.0,1.0,0.0,13334,88660,188711,49.28,1,CT01,ST15,400001,01-07-1979,27-10-2018,1,1,1,1,0,0,16,0,0yrs 1mon,0,Maharashtra,0,39
1.0,0.0,0.0,1.0,0.0,13335,77909,134245,60.78,79,CT14,ST07,394651,02-07-1992,17-09-2018,1,1,1,1,0,0,590,0,0yrs 8mon,0,Gujarat,0,26
1.0,1.0,0.0,0.0,0.0,13336,48799,76546,65.32,18,CT03,ST24,600020,03-07-1978,17-08-2018,1,1,0,0,0,0,692,0,5yrs 5mon,0,Tamil Nadu,1,40
1.0,1.0,0.0,0.0,0.0,13337,54763,66495,84.97,5,CT04,ST24,642205,21-08-1992,18-09-2018,1,1,0,0,0,0,708,0,0yrs 4mon,0,Tamil Nadu,0,26
0.0,1.0,0.0,0.0,0.0,13338,59713,73999,82.57,67,CT07,ST13,682001,11-06-1986,13-10-2018,1,1,0,0,0,0,749,0,1yrs 6mon,1,Kerala,0,32
0.0,1.0,0.0,0.0,0.0,13339,56013,64780,89.53,19,CT04,ST24,642205,01-01-1987,30-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,1,31
1.0,0.0,0.0,0.0,1.0,13340,71417,98424,74.78,36,CT20,ST28,208002,01-01-1997,24-10-2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,Uttar Pradesh,1,21
1.0,0.0,0.0,0.0,1.0,13341,56579,70250,83.99,5,CT16,ST23,737101,01-01-1974,27-09-2018,1,1,0,0,0,0,586,0,2yrs 9mon,0,Sikkim,0,44
0.0,1.0,0.0,0.0,0.0,13342,54413,71250,78.6,147,CT07,ST13,682001,01-01-1980,09-08-2018,1,1,0,0,0,0,300,0,1yrs 7mon,0,Kerala,1,38
1.0,0.0,1.0,0.0,0.0,13343,43429,79389,57.94,255,CT08,ST29,700027,25-12-1991,23-10-2018,1,0,0,1,0,0,836,0,2yrs 0mon,0,West Bengal,0,26
0.0,1.0,0.0,0.0,0.0,13344,59207,80875,76.66,7,CT23,ST12,575001,01-01-1995,23-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,23
1.0,1.0,0.0,0.0,0.0,13345,35679,72292,52.56,11,CT19,ST12,570028,01-01-1972,04-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,46
1.0,1.0,0.0,0.0,0.0,13346,65882,91880,74.01,152,CT19,ST12,570028,31-12-1969,25-10-2018,1,1,0,0,0,0,733,0,3yrs 6mon,2,Karnataka,0,48
0.0,0.0,0.0,0.0,0.0,13347,66182,76500,87.97,15,CT18,ST21,141003,01-01-1978,04-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Punjab,0,40
1.0,0.0,1.0,0.0,0.0,13348,71817,99114,73.65,103,CT28,ST11,834008,12-08-1995,20-09-2018,1,0,1,0,0,0,14,0,0yrs 4mon,0,Jharkhand,0,23
1.0,1.0,0.0,0.0,0.0,13349,40300,68229,60.82,18,CT10,ST12,560034,04-08-1976,31-10-2018,1,1,0,0,0,0,825,0,0yrs 7mon,0,Karnataka,0,42
1.0,0.0,0.0,0.0,1.0,13350,54013,82878,67.57,120,CT16,ST23,737101,01-01-1987,26-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Sikkim,1,31
1.0,1.0,0.0,0.0,0.0,13351,72817,95237,77.7,146,CT03,ST24,600020,03-10-1978,17-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,39
0.0,0.0,0.0,0.0,1.0,13352,48449,86747,57.29,67,CT22,ST14,453551,01-01-1971,26-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Madhya Pradesh,0,47
0.0,1.0,0.0,0.0,0.0,13353,59747,77422,79.43,16,CT25,ST01,524225,15-05-1976,25-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Andhra Pradesh,0,42
1.0,0.0,1.0,0.0,0.0,13354,67237,77170,89.41,2,CT28,ST11,834008,12-01-1973,08-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,0,45
0.0,0.0,1.0,0.0,0.0,13355,50433,64004,79.89,61,CT28,ST11,834008,12-01-1995,25-10-2018,1,1,0,0,0,0,0,0,0yrs 0mon,2,Jharkhand,0,23
1.0,0.0,1.0,0.0,0.0,13356,41469,58462,76.97,11,CT28,ST11,834008,02-08-1996,03-09-2018,1,1,0,0,0,0,399,1,3yrs 10mon,0,Jharkhand,1,22
1.0,0.0,0.0,0.0,1.0,13357,51089,61630,85.0,67,CT16,ST23,737101,01-04-1992,30-08-2018,1,1,0,0,0,0,17,0,0yrs 2mon,0,Sikkim,0,26
0.0,1.0,0.0,0.0,0.0,13358,43939,65840,71.39,160,CT19,ST12,570028,10-09-1980,29-10-2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,Karnataka,0,38
1.0,0.0,1.0,0.0,0.0,13359,59213,71789,84.97,3,CT27,ST11,832102,05-09-1965,31-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Jharkhand,0,53
1.0,1.0,0.0,0.0,0.0,13360,67256,77756,89.9,7,CT29,ST24,632001,01-01-1975,24-09-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Tamil Nadu,0,43
0.0,0.0,0.0,0.0,1.0,13361,49626,71484,73.58,105,CT21,ST27,248141,15-06-1978,29-09-2018,1,1,0,0,0,0,515,1,2yrs 0mon,0,Uttarakhand,1,40
1.0,0.0,1.0,0.0,0.0,13362,28529,63050,47.58,68,CT15,ST20,751022,23-01-1991,28-08-2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,Odisha,0,27
0.0,1.0,0.0,0.0,0.0,13363,46679,65581,73.19,3,CT19,ST12,570028,05-03-1989,27-09-2018,1,1,0,0,0,0,610,0,3yrs 3mon,0,Karnataka,0,29
